[2023-04-26T16:50:23.315Z] [SEALIGHTS] 2023-04-26 16:50:23,170 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=23, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:40.501Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.501Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.501Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.506Z] [SEALIGHTS] 2023-04-26 16:50:40,254 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/BenchmarkMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.506Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.506Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.507Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.512Z] [SEALIGHTS] 2023-04-26 16:50:40,262 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AVehicleMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.512Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.512Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.512Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.517Z] [SEALIGHTS] 2023-04-26 16:50:40,272 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AssetClassMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.517Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.517Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.517Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.522Z] [SEALIGHTS] 2023-04-26 16:50:40,277 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/MeasureDataMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.522Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.522Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.522Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.527Z] [SEALIGHTS] 2023-04-26 16:50:40,284 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/VehicleHoldingMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.527Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.527Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.527Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.532Z] [SEALIGHTS] 2023-04-26 16:50:40,295 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AuditModelMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.533Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.533Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.533Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.538Z] [SEALIGHTS] 2023-04-26 16:50:40,299 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AssetClassAllocationMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.538Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.538Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.538Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.543Z] [SEALIGHTS] 2023-04-26 16:50:40,305 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMapMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.543Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.543Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.543Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.549Z] [SEALIGHTS] 2023-04-26 16:50:40,312 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.549Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.549Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.549Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.559Z] [SEALIGHTS] 2023-04-26 16:50:40,317 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/VehicleMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.559Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.559Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.559Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.564Z] [SEALIGHTS] 2023-04-26 16:50:40,326 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/MoneyMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.564Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.564Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.564Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.570Z] [SEALIGHTS] 2023-04-26 16:50:40,331 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkDataMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.570Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.570Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.570Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.575Z] [SEALIGHTS] 2023-04-26 16:50:40,343 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/UserQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.575Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.575Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.575Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.581Z] [SEALIGHTS] 2023-04-26 16:50:40,353 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/BenchmarkQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.581Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.581Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.581Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:40.862Z] [SEALIGHTS] 2023-04-26 16:50:40,359 INFO  [1531|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/AnalyticsQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:50:40.862Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:50:40.862Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:50:40.862Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:50:42.311Z] [SEALIGHTS] 2023-04-26 16:50:42,175 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetrics' was instrumented for code coverage (methods: total=15, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:42.311Z] [SEALIGHTS] 2023-04-26 16:50:42,179 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/AccountMetrics' was instrumented for code coverage (methods: total=15, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:42.311Z] [SEALIGHTS] 2023-04-26 16:50:42,185 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/HoldingsMetrics' was instrumented for code coverage (methods: total=14, instrumented=13), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:42.589Z] [SEALIGHTS] 2023-04-26 16:50:42,259 INFO  [1531|agent-events|021] i.s.o.a.infra.http.api.SLHttpClient : [To ES] - sending POST, url:'https://jpmorgan.sealights.co/api/v3/agents/agent-events', token: ...5RBC3aTD6U', body:'{"agentId":"74bcab5b-7cc9-4a2e-8aa8-df9e7f25fbb3","buildSessionId":"cd8e31f8-c4a8-445f-8fa3-ee16d2c41045","events":[{"type":3999,"utcTimestamp_ms":1682527840235,"data":"Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/UserMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readVerificationTypeInfo(ClassReader.java:3411)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readStackMapFrame(ClassReader.java:3338)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readCode(ClassReader.java:2088)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readMethod(ClassReader.java:1514)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.accept(ClassReader.java:744)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.accept(ClassReader.java:424)\n\tat io.sealights.onpremise.agents.tes...(truncated to 1024 Bytes)''
[2023-04-26T16:50:42.863Z] [SEALIGHTS] 2023-04-26 16:50:42,749 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/test/wiremock/ConnectionCloseExtension' was instrumented for code coverage (methods: total=5, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:49.571Z] [SEALIGHTS] 2023-04-26 16:50:49,381 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/resource/StaticResourceConfiguration$1' was instrumented for code coverage (methods: total=3, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:49.571Z] [SEALIGHTS] 2023-04-26 16:50:49,394 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/auth/CustomAuthenticationFilter' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:49.571Z] [SEALIGHTS] 2023-04-26 16:50:49,395 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/authz/WeaveBranchApplicationAuthoritiesFilter' was instrumented for code coverage (methods: total=2, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:49.571Z] [SEALIGHTS] 2023-04-26 16:50:49,397 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/authz/AbstractWeaveBranchApplicationAuthoritiesFilter' was instrumented for code coverage (methods: total=5, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.784Z] [SEALIGHTS] 2023-04-26 16:50:54,569 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/CollectionUtils' was instrumented for code coverage (methods: total=7, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.785Z] [SEALIGHTS] 2023-04-26 16:50:54,583 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/NonUniqueResultException' was instrumented for code coverage (methods: total=5, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.785Z] [SEALIGHTS] 2023-04-26 16:50:54,593 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/ExceptionUtils' was instrumented for code coverage (methods: total=6, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.785Z] [SEALIGHTS] 2023-04-26 16:50:54,595 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ErrorCode' was instrumented for code coverage (methods: total=9, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.785Z] [SEALIGHTS] 2023-04-26 16:50:54,596 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/Severity' was instrumented for code coverage (methods: total=5, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.786Z] [SEALIGHTS] 2023-04-26 16:50:54,612 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/MoneyUtils' was instrumented for code coverage (methods: total=3, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:54.786Z] [SEALIGHTS] 2023-04-26 16:50:54,623 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/ObjectUtils' was instrumented for code coverage (methods: total=6, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.062Z] [SEALIGHTS] 2023-04-26 16:50:54,855 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/StaleObjectException' was instrumented for code coverage (methods: total=7, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.066Z] [SEALIGHTS] 2023-04-26 16:50:55,037 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ConfigurationException' was instrumented for code coverage (methods: total=2, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,072 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/RestExceptionHandler$ErrorMessage' was instrumented for code coverage (methods: total=8, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,088 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/test/factory/CoreGridAssetClassAllocationListFactory' was instrumented for code coverage (methods: total=4, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,090 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/test/factory/CoreGridVehicleAllocationListFactory' was instrumented for code coverage (methods: total=4, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,092 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle' was instrumented for code coverage (methods: total=32, instrumented=31), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,151 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridTreeNode$CoreGridTreeNodeBuilder' was instrumented for code coverage (methods: total=12, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,152 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridTreeNode$CoreGridTreeNodeBuilderImpl' was instrumented for code coverage (methods: total=5, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,153 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridAssetClassAllocation$CoreGridAssetClassAllocationBuilder' was instrumented for code coverage (methods: total=9, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.333Z] [SEALIGHTS] 2023-04-26 16:50:55,154 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridAssetClassAllocation$CoreGridAssetClassAllocationBuilderImpl' was instrumented for code coverage (methods: total=7, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.334Z] [SEALIGHTS] 2023-04-26 16:50:55,244 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle$CoreGridVehicleBuilder' was instrumented for code coverage (methods: total=17, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.334Z] [SEALIGHTS] 2023-04-26 16:50:55,245 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle$CoreGridVehicleBuilderImpl' was instrumented for code coverage (methods: total=5, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.334Z] [SEALIGHTS] 2023-04-26 16:50:55,321 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvableAssetClassCacheKey' was instrumented for code coverage (methods: total=10, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.334Z] [SEALIGHTS] 2023-04-26 16:50:55,323 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvableAssetClassCacheKey$ResolvableAssetClassCacheKeyBuilder' was instrumented for code coverage (methods: total=6, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.875Z] [SEALIGHTS] 2023-04-26 16:50:55,641 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicleAllocation$CoreGridVehicleAllocationBuilder' was instrumented for code coverage (methods: total=9, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.875Z] [SEALIGHTS] 2023-04-26 16:50:55,642 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicleAllocation$CoreGridVehicleAllocationBuilderImpl' was instrumented for code coverage (methods: total=7, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.875Z] [SEALIGHTS] 2023-04-26 16:50:55,737 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/CoreGridHelper' was instrumented for code coverage (methods: total=30, instrumented=29), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,814 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/VehicleHolding' was instrumented for code coverage (methods: total=20, instrumented=19), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,818 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/Vehicle' was instrumented for code coverage (methods: total=24, instrumented=23), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,821 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/ProductType' was instrumented for code coverage (methods: total=10, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
